lafz	aeraab	qism	maani_en
ایوبی		adj	Ayyubid
قایم موشک		noun	hide and seek
همگونی		noun	homogeneity
ارجاع		noun	anaphora (An expression that can refer to virtually any referent)
پی بردن		verb	to follow, to pursue, to be in search of
تجاهل‌العارف		noun	feigned ignorance (as a rhetorical device)
دورکار		noun	telecommuter, remote worker
غمگسار		adj	sympathetic, compassionate, empathetic, condoling
فتراک		noun	saddle strap, a long rope used to fasten items to a horse's back.
درمانده		adj	distressed, hopeless, helpless
دولتخواه		noun	well-wisher
دلدوز		adj	heartsick, heartsore, heartbroken
عشرت		noun	pleasure, enjoyment
گوشه چشم		noun	canthus, corner of the eye
چون منی		noun	someone like me
مداخله		noun	intervention
ملچ ملوچ		noun	munching
جان دارو		noun	antidote, cure
حالیا		adv	presently, as of now
اندکی		adv	few
اندک		adj	few, little, scanty
تف انداختن		verb	to spit
استفراغ کردن		verb	to vomit
فرو کردن		verb	to sink
چاقو زدن		verb	to stab
فشار دادن		verb	to push
پوسیده		adj	rotten
گره زدن		verb	to tie
شناور بودن		verb	to float
جاری بودن		verb	to flow
یخ زدن		verb	to freeze
باد کردن		verb	to swell
پرماه		noun	drill, auger, borer, gimlet
پرمایه		adj	rich, opulent
پده		noun	Euphrates poplar (Populus euphratica)
سر کشیدن		verb	to quaff, to gulp down (a drink)
از دست رفتن		verb	to disappear, to be lost
چونکه		conj	because, since
خنجال		noun	scratching (with nails)
چرکین		adj	dirty, unclean
بی‌رنگی		noun	colorlessness
نارنگستان		noun	orangery
یگانگی		noun	oneness, uniqueness, unity
خلیفگی		noun	caliphship
نویسندگی		noun	writing
ریم		noun	filth
همزه‌دار		adj	hamzated
هویار		adj	having a good property
ماوا		noun	domicile, residence, abode
بیچارگی		noun	helplessness
سروقد		adj	of a stature like a cypress; tall, slender, and beautiful
نگال		noun	coal
سایبان		noun	shade (of a tree or foliage)
گواهی		noun	testimony, testimonial
لایعقل		adj	unreasonable, irrational
به درد خوردن		verb	to avail, to come in handy, to be useful
شکنجه دادن		verb	to torture
کم لطفی		noun	poor treatment, unjust treatment
کالبدشکافی		noun	dissection, autopsy
میله		noun	rod, shaft
متلک		noun	teasing
نهالی		noun	mattress or bedding for sleeping
صریح		adj	evident, plain, clear
چندر غاز		noun	pittance, trifling (of money)
پول چایی		noun	tips, gratuities
ریشه دواندن		verb	to put down roots
چهارپایه		noun	stool
همکف		noun	ground floor
صیت		noun	fame, renown
مددکار		noun	social worker
دلسرد		adj	disheartened, discouraged
ناشیانه		adj	clumsy, inattentive; (adverbially) inattentively, carelessly
بدک		adj	bad; mainly used only in بدک نیست (badak nist, “is not bad”).
درد دل		noun	heartfelt complaint, grievance
گورکانی		adj	Mughal (of India)
به نوعی		adv	in a way, in a manner of speaking, in some ways
سوبسید		noun	subsidies
دلدرد		noun	stomachache
دکلته		adj	off-the-shoulder, bare-shouldered
بسته‌بندی		noun	packaging, wrapping
رحیل		noun	departure
رحلت		noun	passing, death
بنگی		noun	cannabis user, cannabis addict
رو آوردن		verb	to turn towards
تلقین		noun	inculcation, repeated instruction
نمازخانه		noun	prayer room
مفقودالاثر		adj	missing in action
مچاله		noun	crumpled
طفلک		noun	poor kid; a term of endearment and pity for a child.
صورتک		noun	small face
دست و پا شکسته		adj	broken, clumsy
اسباب‌کشی		noun	moving, move (house, residence)
سواحلی		adj	Swahili-language
فریاد خواستن		verb	to seek help, to seek justice
فریاد رسیدن		verb	to deliver help, to deliver justice
ارعاب		noun	terrifying; disseminating terror
اوباش		noun	thugs, miscreants, street gangsters
خاطرنشان کردن		verb	to point out
سرپوش گذاشتن		verb	to cover up, to conceal, to hide
سیامی		adj	Siamese
سپاسگزاری		noun	gratitude
بلاروسی		adj	Belarusian
گلنار		noun	pomegranate flower
آهنگسازی		noun	composition
پایان‌نامه		noun	thesis, dissertation
ترسیم		noun	sketch, drawing
خوشا		adj	how happy, how pleasing, how blessed...
ریسک		noun	risk
زندیق		noun	heretic
کات کردن		verb	to break up
مردسالاری		noun	patriarchy, male supremacy
شکاک		adj	distrustful
دوشیزگی		noun	virginity
خرپول		noun	rich person
کور شدن		verb	to go blind
فرعی		adj	secondary
سرمربی		noun	head coach
خوراکی		noun	food
حول و حوش		noun	environs, surroundings
مزون		noun	fashion house
پوشه		noun	file folder
بالعکس		adv	on the contrary
تمکین		noun	the wife's deference to her husband
شیربها		noun	bride price to the bride's mother; compare with مهریه (mahriyye), paid directly to the bride.
خونگرم		adj	warm-blooded (having a constant body temperature)
مقنعه		noun	type of hijab, similar to a European wimple
نظرباز		noun	ogler; someone who ogles at women or attractive people
علاف		noun	fodder-seller, forage-seller
از ما بهتران		noun	"those better than us"; the elite classes, the rich
تكذیب		noun	denial
عریض		adj	wide, broad
گزاییدن	گَزاییدن	verb	to harm, injure, damage
دل را از عزا درآوردن		verb	to become full, to eat to satiety
موذی		adj	noxious, harmful
رسالت		noun	mission
خنکار		noun	A title of the Ottoman sultans.
داستانی		adj	narrative; telling a story
شنیتسل		noun	schnitzel
شله		noun	rice dish similar to a congee
مجلل		adj	splendid
میقات		noun	miqat (station in the hajj pilgrimage)
تبعیدی		noun	exile, an exiled person
استکبار		noun	arrogance, conceit
قوزک		noun	anklebone
دسترنج		noun	wage
کشاندن		verb	to drag, to draw
بازدارنده		noun	hindrance, obstacle
زناشویی		noun	sexual intercourse; short for رابطهٔ زناشویی (rābita-yi zanāšūyī /râbete-ye zanâšuyi, “sexual intercourse”)
پشمینه		noun	woolstuff
بالاخانه		noun	upper room
افتضاح		adj	abysmal, dreadful, disgusting
احسنت		intj	bravo, well done
کلاب		noun	club; nightclub
مینیاتور		noun	miniature painting
زوجین		noun	married couple
فی‌البداهه		adj	impromptu, unscripted
تله		noun	trap (e.g. for animals; also figurative)
گارد		noun	guard
رژیمی		adj	diet, relating to weight loss
چکیده		noun	abstract, summary
تعقیب		noun	pursuit
کلانتری		noun	police station
امدادگر		noun	aid worker, rescue worker
ماءالشعیر		noun	non-alcoholic beer
شماره گرفتن		verb	to get someone's phone number
عازم		adj	departing, heading for
منتها		noun	endpoint, extremity
عقیدتی		adj	ideological
تملک		noun	taking possession, claiming ownership
تقلبی		adj	counterfeit
جلوه دادن		verb	to show off, to display
پیشکسوت		noun	old hand, veteran, doyen
مخ زدن		verb	to hit on, to hook up
حال بهم زن		adj	disgusting, revolting
خودشیفته		adj	self-enamored, narcissistic
خبرفوری		noun	breaking news
تک تک		adj	one by one, one at a time
قلم‌زنی		noun	toreutics; art of metal engraving or embossing
روکوکو		noun	rococo style
سربسته		adj	sealed, closed shut
وهله		noun	moment, instant
کیفری		adj	criminal (relating to a crime)
احضار		noun	summons; (law) subpoena
ابلاغ		noun	formal communication, communiqué
صرف نظر		noun	dispensing with, disregarding, putting aside
شیفته		adj	enamored, charmed
اهرم		noun	lever
رخوت		noun	lethargy
نگهبان		noun	guard, watchman
دامیثا		noun	a kind of gum-tree
قدسیت		noun	holiness, sanctity
مرتکب شدن		noun	to perpetrate, to commit (a crime, a misdeed)
تصریح کردن		verb	to clarify
نظارت		noun	supervision, oversight
راهکار		noun	method, approach (e.g. to a problem)
دانشمندی		noun	wisdom
بلوند		adj	blond
اشکانی		adj	Arsacid
ارشکی		adj	Arsacid
فروتن		adj	humble
آبدارچی		noun	butler
ضریح		noun	raised sepulcher (usually for the tombs of saintly people)
تنکه		noun	wrestler's shorts
نوچه		noun	novice, beginner, youngling
رذالت		noun	vileness, baseness
چترنگ		noun	older form of شطرنج (šatranj)
تاتوره		noun	Datura spp., especially
نکره		adj	unknown
یله		adj	freed, liberated, unrestrained
یله کردن		verb	to free, to liberate
یله کن		intj	knock it off, cut it out
زنگوله		noun	bell, little bell; smaller than زنگ (zang).
مراجعه کردن		verb	to refer to, to consult
مخفی کردن		verb	to hide, to conceal
لو دادن		verb	to reveal, to give away
تحریف		noun	corruption, distortion (e.g. of a text)
تاتول		adj	facially paralyzed
منحرف		adj	deviated, aberrant
جنجالی		adj	controversial; tumultuous
تولیدن		verb	fleeing, to go away in one direction
قاتولیقه		noun	Catholic
بئاتیفیه		noun	beatification
اگزجره		noun	exaggeration
مارشمالو		noun	marshmallow
مردم‌گیاه		noun	A magical herb in Persian tradition, often believed to resemble a human form or to have powers related to love, fate, or
مهرگیاه		noun	synonym of مردمگیاه (mardum-giyāh /mardom-giyâh)
دامدار		noun	rancher, pastoralist, cowherd
آلاچیق		noun	gazebo
برپایی		noun	establishment, act of establishing
چپتر		noun	chapter
کوررنگ		adj	color blind
وقت بخیر		intj	good time
زیرتبار		noun	subtribe
مابازاء		noun	quid pro quo, something you give in exchange for something else
ایدئولوگ		noun	ideologue
ایدئولوژیست		noun	ideologist
ایدئولوژیک		adj	ideologic
ایدئولوژیکی		adj	ideological
منکوس		adj	upside down
عصرانه		noun	afternoon or early evening meal or snack (between lunch and dinner)
روش‌شناسی		noun	methodology
دوام آوردن		verb	to endure; to last; to persevere
اراک		noun	toothbrush tree (Salvadora persica)
مجاورت		noun	vicinity
موازی		noun	parallel
در خود جای دادن		verb	to house, to include, to have
به واسطه		prep	through, by means of
جر و بحث		noun	contention, dispute, disagreement
خواهشا		adv	please
ایراد		noun	objection, rebuke
سیروپ		noun	syrup
انتزاعی		adj	abstract
کلینکس		noun	kleenex, a disposable tissue
اراکی		adj	Araki, Of or pertaining to Arak.
جاگير دار	جَاگِیرْدَار	noun	the holder of a jagir
جاگیر		noun	a government assignment of a land tract's revenue to an individual
کرم ریختن		verb	to bother; to pester; to annoy
افکونی		noun	Afghan (someone from Afghanistan)
نمبر		noun	number (quantity)
ارجی		noun	orgy, group sex
فینک		noun	pumice
ارزشی		noun	A supporter or affiliate of the Islamic Republic of Iran's regime, or an upholder of its values.
تدارک		noun	preparation, provision
سیو کردن		verb	to save (a post)
بارگیری		noun	loading (e.g. cargo onto a ship)
آزمون و خطا		noun	trial and error
بطش		noun	violence, force, oppression, brutality
ناوشکن		noun	destroyer (type of warship)
اسکله		noun	pier, wharf, quay
خاراندن		verb	to scratch, to scrape
پیام‌رسان		noun	messenger app
باریکه		noun	strip, thin band
گنده گوزی		noun	talking a good game (bragging without actual abilities)
آشوری		adj	Assyrian
شعف		noun	joy
واویلا		intj	woe! alas!
میخچه		noun	corn, clavus (on the skin)
زورکی		adj	forced, imposed, reluctant
اثاثیه		noun	furniture
التزامی		adj	subjunctive
گونی		noun	sack
غیب شدن		verb	to disappear mysteriously
جا شدن		verb	to fit in (a space)
غمباد		noun	goitre
مالوندن		verb	to rub, to massage
نمک‌گیر		noun	guest or client; someone obligated by having received hospitality or patronage
وزوزی		adj	fuzzy, frizzly (of hair)
لل‍ه		noun	male dry nurse or tutor of an elite, such as (historical) a shahzada, or noble's son
آنچنان		adv	so, so much, to such an extent
دانش‌بنیان		adj	knowledge-based
تراشه		noun	chip, splinter (e.g. of wood)
رژیم چنج		noun	regime change, change of government
